Процент_завершения;Базовая_длительность;Базовое_начало;Базовое_окончание;Начало;Окончание;Длительность;Причины_отклонений;Заметки;Уровень_структуры;БЛОК;Ид;Уникальный_идентификатор;Предшественники;Последователи;Дата_ограничения;Название;ЛОТ;ID_проекта;Уровень;Шифр_ПД_и_РД;Отклонение_начала;Отклонение_окончания
0%;153 д;01.05.26;30.09.26;21.05.26;29.06.26;40 д;;;4;СМР;595;793;;;НД;Наружные;14.1;;4;;20 д;-93 д
0%;153 д;01.05.26;30.09.26;21.05.26;29.06.26;40 д;;;5;СМР;596;794;562НН+69 д;;НД;Наружные двери металлические утепленные 2080*1670мм;;;5;;20 д;-93 д
0%;153 д;01.05.26;30.09.26;21.05.26;29.06.26;40 д;;;5;СМР;597;795;562НН+69 д;;НД;Наружные двери металлические утепленные 2080*1260мм;;;5;;20 д;-93 д
0%;153 д;01.05.26;30.09.26;21.05.26;29.06.26;40 д;;;4;СМР;598;796;;;НД;Внутренние;14.2;;4;;20 д;-93 д
0%;153 д;01.05.26;30.09.26;21.05.26;29.06.26;40 д;;;5;СМР;599;797;562НН+69 д;;НД;Внутренние противопожарные двери металлические 2080*970мм;;;5;;20 д;-93 д
0%;153 д;01.05.26;30.09.26;12.05.26;10.07.26;60 д;;они есть? У Александра , срок ;3;СМР;600;798;;;НД;КОЗЫРЬКИ;ЛОТ №15;;4;;11 д;-82 д
0%;153 д;01.05.26;30.09.26;12.05.26;10.07.26;60 д;;;4;СМР;601;799;562ОН-10 д;;НД;Стеклянный козырек 2х1,2 м (две тяги, тонированное стекло триплекс 8+8);;;5;;11 д;-82 д
0%;153 д;01.05.26;30.09.26;27.04.26;03.07.26;68 д;;;3;СМР;602;800;548НН+138 д;;НД;ОГНЕЗАЩИТА;ЛОТ №16;;4;;-4 д;-89 д
0%;122 д;01.06.26;30.09.26;20.04.26;06.07.26;78 д;;;3;СМР;603;801;;;НД;ПРОМЫШЛЕННЫЕ ПОЛЫ, ПОЛЫ АБК, ПЕРЕКРЫТИЯ, ПОКРЫТИЯ;ЛОТ №17;;4;;-42 д;-86 д
0%;122 д;01.06.26;30.09.26;08.05.26;11.06.26;35 д;;;4;СМР;604;802;;;НД;ОСНОВАНИЕ ПОД ПОЛЫ;17.1;;4;;-24 д;-111 д
0%;122 д;01.06.26;30.09.26;08.05.26;11.06.26;35 д;;;5;СМР;605;803;562НН+56 д;;НД;Основание под полы (стабилизация грунта + щебень 80 мм/песок 100 мм + геотекстиль);;;5;;-24 д;-111 д
0%;122 д;01.06.26;30.09.26;12.05.26;06.07.26;56 д;;;4;СМР;606;804;;;НД;ПРОМЫШЛЕННЫЕ ПОЛЫ;17.2;;4;;-20 д;-86 д
0%;122 д;01.06.26;30.09.26;12.05.26;06.07.26;56 д;;;5;СМР;607;805;542ОН+46 д;;НД;Работы по устройству монолитной железобетонной плиты пола проектной толщиной 200мм, с армированием (нижний пояс) стержневой арматурой класса А500 O10 с ячейкой 200х200мм, из бетона класса В25, с нанесением упрочняющего покрытия, с устройством температурно;;;5;;-20 д;-86 д
0%;122 д;01.06.26;30.09.26;20.04.26;12.06.26;54 д;;;4;СМР;608;806;;;НД;Полы АБК/перекрытия/покрытие;17.3;;4;;-42 д;-110 д
0%;122 д;01.06.26;30.09.26;20.04.26;15.05.26;26 д;;;5;СМР;609;807;542ОН+24 д;610ОН+2 д;НД;Основание под плиту пола в АБК: песок 200, щебень фр.20-40 - 200, пленка (геотекстиль);;;5;;-42 д;-138 д
0%;122 д;01.06.26;30.09.26;18.05.26;12.06.26;26 д;;;5;СМР;610;808;609ОН+2 д;611НН;НД;Устройство монолитной ж/б плиты пола в АБК толщ. 140мм с утеплением;;;5;;-14 д;-110 д
0%;122 д;01.06.26;30.09.26;18.05.26;12.06.26;26 д;;;5;СМР;611;809;610НН;;НД;Устройство монолитной плиты перекрытия 170мм по смонтированному профлисту бетоном В25 (вкл. температурно-усадочный и деформационные швы, монолитный армированный пояс);;;5;;-14 д;-110 д
0%;242 д;01.10.24;30.05.25;01.06.26;30.07.26;60 д;;;3;СМР;612;810;562ОН+10 д;;НД;ДЕКОР ФАСАДОВ;ЛОТ №18;;4;;608 д;426 д
0%;242 д;01.10.24;30.05.25;01.06.26;30.07.26;60 д;;;4;СМР;613;811;;;НД;Монтаж ламелей вертикальных, горизонтальных;;;5;;608 д;426 д
0%;243 д;01.10.24;30.09.26;11.03.26;19.10.26;223 д;;;3;СМР;614;812;;;НД;ВНУТРЕННИЕ СЕТИ;ЛОТ №19;;4;;526 д;19 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;4;СМР;615;813;;;НД;ВНУТРЕННИЕ СЕТИ: ВОДОСНАБЖЕНИЕ, ВОДОТВЕДЕНИЕ, ОТОПЛЕНИЕ, ВЕНТИЛЯЦИЯ;19.1;;4;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;616;814;542ОН+48 д;;НД;Хозяйственно-бытовой водопровод (холодное и горячее водоснабжение) А+;;;5;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;617;815;542ОН+48 д;654;НД;Хозяйственно-бытовой водопровод, включая пожарный водопровод (холодное и горячее водоснабжение) Light Industrial;;;5;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;618;816;542ОН+48 д;654;НД;Система хоз-бытовой и фекальной канализации Light Industrial;;;5;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;619;817;542ОН+48 д;654;НД;Вентиляция Light Industrial;;;5;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;620;818;542ОН+48 д;654;НД;Отопление и теплоснабжение Light Industrial;;;5;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;621;819;542ОН+48 д;654;НД;Отопление и теплоснабжение КПП;;;5;;102 д;12 д
0%;242 д;01.02.26;30.09.26;14.05.26;12.10.26;152 д;;;5;СМР;622;820;542ОН+48 д;654;НД;Противопожарные резервуары 2*250 м3 с насосной станцией;;;5;;102 д;12 д
0%;243 д;01.10.24;30.09.26;19.05.26;19.10.26;154 д;;;4;СМР;623;821;;;НД;ВНУТРЕННИЕ СЕТИ: ЭЛЕТРОСНАБЖЕНИЕ;19.2;;4;;595 д;19 д
0%;243 д;01.01.26;30.09.26;19.05.26;19.10.26;154 д;;;5;СМР;624;822;542ОН+53 д;654;НД;Электроснабжение (ЭОМ) А+;;;5;;138 д;19 д
0%;243 д;01.01.26;30.09.26;19.05.26;19.10.26;154 д;;;5;СМР;625;823;542ОН+48 д;654;19.05.26;Светильники А+;;;5;;138 д;19 д
0%;243 д;01.01.26;30.09.26;19.05.26;19.10.26;154 д;;;5;СМР;626;824;542ОН+48 д;"654;764";19.05.26;Электроснабжение (ЭОМ) Light Industrial;;;5;;138 д;19 д
0%;243 д;01.01.26;30.09.26;19.05.26;19.10.26;154 д;;;5;СМР;627;825;542ОН+48 д;654;19.05.26;Светильники Light Industrial;;;5;;138 д;19 д
0%;243 д;01.01.26;30.09.26;19.05.26;19.10.26;154 д;;;5;СМР;628;826;542ОН+48 д;654;19.05.26;"Голосовой помощник Яндекс-станция ""Алиса""";;;5;;138 д;19 д
0%;242 д;01.02.26;30.09.26;11.03.26;21.09.26;195 д;;;4;СМР;629;827;;;НД;ВНУТРЕННИЕ СЕТИ: ПОЖАРНЫЕ;19.3;;4;;38 д;-9 д
0%;242 д;01.02.26;30.09.26;11.03.26;21.09.26;195 д;;;5;СМР;630;828;542НН+123 д;654;НД;Спринклерная система пожаротушения АУПТ А+;;;5;;38 д;-9 д
0%;242 д;01.02.26;30.09.26;11.03.26;21.09.26;195 д;;;5;СМР;631;829;542НН+123 д;654;НД;Система управления оповещением и эвакуацией СОУЭ Автоматическая пожарная сигнализация АПС Комплексная автоматизация;;;5;;38 д;-9 д
0%;242 д;01.02.26;30.09.26;11.03.26;21.09.26;195 д;;;5;СМР;632;830;542НН+123 д;654;НД;Спринклерная система пожаротушения АУПТ (включая пожарный водопровод);;;5;;38 д;-9 д
0%;153 д;01.06.26;31.10.26;08.06.26;17.09.26;102 д;;;3;СМР;633;831;;;НД;ОТДЕЛОЧНЫЕ РАБОТЫ;ЛОТ №20;;4;;7 д;-44 д
0%;153 д;01.06.26;31.10.26;08.06.26;17.09.26;102 д;;;4;СМР;634;832;562НН+87 д;1149;НД;"Отделочные работы (потолок - окраска, сан.узел - грильято; стены - штукатурка под бетон, сан.узел - керамогранит/окраска; полы - ламинат; перегородки - ГКЛВ/ГКЛВО). Двери, окна, лестница -НЕ ВХОДЯТ В СТОИМОСТЬ.";;;5;;7 д;-44 д
0%;153 д;01.06.26;31.10.26;08.06.26;17.09.26;102 д;;;4;СМР;635;833;562НН+87 д;1149;НД;"Отделочные работы АБК 9,3*6м-2эт. (потолок - окраска, сан.узел - грильято; стены - штукатурка под бетон, сан.узел - керамогранит/окраска; полы - ламинат/керамогранит; перегородки - ГКЛВ/ГКЛВО). Двери, окна, лестница -НЕ ВХОДЯТ В СТОИМОСТЬ.";;;5;;7 д;-44 д
0%;153 д;01.06.26;31.10.26;08.06.26;17.09.26;102 д;;;4;СМР;636;834;562НН+87 д;1149;НД;"Отделочные работы пристройки под офис/ТЦ (потолок - окраска, сан.узел - грильято; стены - штукатурка под бетон, сан.узел - керамогранит/окраска; полы - ламинат/керамогранит; перегородки - ГКЛВ/ГКЛВО). Двери, окна, лестница -НЕ ВХОДЯТ В СТОИМОСТЬ.";;;5;;7 д;-44 д
0%;153 д;01.06.26;31.10.26;08.06.26;17.09.26;102 д;;;4;СМР;637;835;562НН+87 д;1149;НД;Внутренние двери деревянные размером 970*2080мм;;;5;;7 д;-44 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;3;СМР;638;836;;;НД;РЕКЛАМА;;;4;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;привязать в сроки БП без разницы к чему;4;СМР;639;837;562ОН+13 д;;НД;Номерация h=1,8 м (1 цифра);;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;640;838;562ОН+13 д;;НД;Номерация h=1,8 м (1 световая цифра);;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;641;839;562ОН+13 д;;НД;Буквенное обозначение h=1м (например, BLOCK А);;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;642;840;562ОН+13 д;;НД;Буквенное обозначение h=1м (например, BLOCK А - световая);;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;643;841;562ОН+13 д;;НД;Логотип на стене (световые буквы h=1 м) INDASTRIAL CITY;;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;644;842;562ОН+13 д;;НД;Логотип на стене (световые буквы h=3 м) INDASTRIAL CITY;;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;645;843;562ОН+13 д;;НД;Логотип на кровле 21х21 м из ПВХ мембраны INDASTRIAL CITY;;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;04.06.26;08.08.26;66 д;;;4;СМР;646;844;562ОН+13 д;;НД;Художественная покраска стен;;;5;;3 д;-84 д
0%;153 д;01.06.26;31.10.26;01.10.24;02.03.25;153 д;;;3;СМР;647;845;;;НД;КЛИНИНГ;ЛОТ №30;;4;;-608 д;-608 д
0%;153 д;01.06.26;31.10.26;01.10.24;02.03.25;153 д;;;4;СМР;648;846;;;НД;Клининг;;;5;;-608 д;-608 д
0%;92 д;01.10.25;31.12.25;26.02.26;28.05.26;92 д;;;3;СМР;649;847;"548НН;549НН;550НН;551НН;552НН;553НН;554НН;555НН;556НН;557НН";;НД;Временное отопление;ЛОТ №32;;4;;148 д;148 д
0%;303 д;01.01.26;30.10.26;01.10.24;30.07.25;303 д;;;3;СМР;650;848;;;НД;Непредвиденные 10%;;;4;;-457 д;-457 д
0%;303 д;01.01.26;30.10.26;01.10.24;30.07.25;303 д;;;4;СМР;651;849;;;НД;Непредвиденные 10%;;;5;;-457 д;-457 д
0%;30 д;01.10.24;30.10.24;01.10.24;30.10.24;30 д;;;3;СМР;652;850;;;НД;ГУ 5% от стоимости работ;;;4;;0 д;0 д
0%;30 д;01.10.24;30.10.24;01.10.24;30.10.24;30 д;;;4;СМР;653;851;;;НД;ГУ 5% от стоимости работ;;;5;;0 д;0 д
0%;1 д;30.09.26;30.09.26;19.10.26;19.10.26;0 д;;;2;СМР;654;980;"566;570;571;572;579ОН-64 д;540;542;544;546;548;549;550;551;552;553;554;555;556;557;559;560;563;564;565;567;568;573;574;575;576;617;618;619;620;621;622;624;625;626;627;628;630;631;632;585;587";1142;НД;Завершение СМР по блоку А до ЗОС;;;5;;20 д;19 д
1%;761 д;01.10.24;31.10.26;01.10.24;23.09.26;723 д;;;2;СМР;655;981;;;НД;Блок U1. U2;;;3;;0 д;-38 д
4%;761 д;01.10.24;31.10.26;01.10.24;03.08.26;672 д;;;3;СМР;656;983;;;НД;КОРОБКА, КРОВЛЯ, СТЕНЫ;ЛОТ №8;;4;;0 д;-89 д
100%;304 д;01.11.25;31.08.26;22.11.25;12.02.26;83 д;;;4;СМР;657;984;366ОН-40 д;661ОН-1 д;НД;Фундаменты сборные;8.1;;4;;21 д;-200 д
0%;304 д;01.11.25;31.08.26;22.11.25;11.03.26;110 д;;;4;СМР;658;985;;;НД;Фундаменты монолитные;8.2;;4;;21 д;-173 д
0%;304 д;01.11.25;31.08.26;22.11.25;11.03.26;110 д;;;5;СМР;659;986;366ОН-40 д;"695НН-116 д;696НН-116 д;697НН-116 д;698НН-116 д;699НН-116 д;719НН+186 д;726НН+113 д;727НН+113 д;728НН+113 д;729НН+113 д;730НН+113 д;731НН+113 д;732НН+113 д;734НН+222 д;735НН+222 д;736НН+222 д;737НН+222 д;738НН+222 д;740НН+113 д;741НН+113 д;742НН+113 д;...";НД;Устройство монолитной железобетонной плиты под КПП и технические помещения (в тч земляные работы, основание песок, щебень, гидроизоляция);;;5;;21 д;-173 д
80%;304 д;01.11.25;31.08.26;12.02.26;04.03.26;21 д;;;4;СМР;660;987;;;НД;Цокольные панели;;;4;;103 д;-180 д
80%;304 д;01.11.25;31.08.26;12.02.26;04.03.26;21 д;;;5;СМР;661;988;657ОН-1 д;"667ОН-10 д;668ОН-15 д";НД;Укладка цокольных панелей (в тч земляные работы, устройство стеновых стыков, монолитные участки, гидроизоляция);8.3;;5;;103 д;-180 д
100%;304 д;01.11.25;31.08.26;11.12.25;09.01.26;30 д;;;4;СМР;662;989;;;НД;Железобетонные колонны;;;4;;40 д;-234 д
100%;304 д;01.11.25;31.08.26;11.12.25;09.01.26;30 д;;;5;СМР;663;990;366ОН-21 д;"665ОН-10 д;666ОН-10 д";НД;Установка колонн (в тч земляные работы , замоноличивание стыков, гидроизоляция);8.4;;5;;40 д;-234 д
0%;304 д;01.11.25;31.08.26;25.12.25;10.07.26;198 д;;;4;СМР;664;991;;;НД;Металлические конструкции;8.5;;4;;54 д;-52 д
0%;304 д;01.11.25;31.08.26;31.12.25;28.02.26;60 д;;;5;СМР;665;992;663ОН-10 д;"681НН+85 д;682НН+85 д;683НН+85 д;684НН+85 д;685НН+85 д;714НН+77 д";НД;Монтаж балок перекрытий, колонн, опор под оборудование;;;5;;60 д;-184 д
0%;304 д;01.11.25;31.08.26;31.12.25;28.02.26;60 д;;;5;СМР;666;993;663ОН-10 д;;НД;Монтаж балок перекрытий, колонн, опор под оборудование;;;5;;60 д;-184 д
0%;304 д;01.11.25;31.08.26;23.02.26;23.04.26;60 д;;;5;СМР;667;994;661ОН-10 д;"679НН+15 д;680НН+15 д";НД;Монтаж наружного фахверка;;;5;;114 д;-130 д
0%;304 д;01.11.25;31.08.26;18.02.26;18.04.26;60 д;;;5;СМР;668;995;661ОН-15 д;;НД;Монтаж внутреннего фахверк;;;5;;109 д;-135 д
0%;304 д;01.11.25;31.08.26;07.03.26;06.04.26;31 д;;;5;СМР;669;996;659ОН-5 д;;НД;Монтаж пристройки;;;5;;126 д;-147 д
0%;304 д;01.11.25;31.08.26;25.12.25;10.07.26;198 д;;;5;СМР;670;997;366ОН-7 д;;НД;Монтаж наружной металлической лестницы с покрытием из реш.настила (входные) с ограждением;;;5;;54 д;-52 д
0%;304 д;01.11.25;31.08.26;25.12.25;10.07.26;198 д;;;5;СМР;671;998;366ОН-7 д;;НД;Монтаж м/к наружной металлической лестницы (в т. ч. пожарной);;;5;;54 д;-52 д
0%;304 д;01.11.25;31.08.26;25.12.25;10.07.26;198 д;;;5;СМР;672;999;366ОН-7 д;;НД;Монтаж лестницы на мезонин;;;5;;54 д;-52 д
0%;304 д;01.11.25;31.08.26;25.12.25;10.07.26;198 д;;;5;СМР;673;1000;366ОН-7 д;;НД;Монтаж ограждения мезонина;;;5;;54 д;-52 д
0%;304 д;01.11.25;31.08.26;25.12.25;10.07.26;198 д;;;5;СМР;674;1001;366ОН-7 д;;НД;Монтаж щитов металлических;;;5;;54 д;-52 д
0%;304 д;01.11.25;31.08.26;05.02.26;03.04.26;58 д;;;4;СМР;675;1002;;;НД;Профилированный лист;8.6;;4;;96 д;-150 д
0%;304 д;01.11.25;31.08.26;05.02.26;06.03.26;30 д;;;5;СМР;676;1003;548НН+57 д;"687НН+14 д;688НН+14 д;689НН+14 д;690НН+14 д;691НН+14 д";НД;Монтаж перекрытий из профилированного листа Н114-750-0.7, в т.ч. метизы;;;5;;96 д;-178 д
0%;304 д;01.11.25;31.08.26;27.03.26;03.04.26;8 д;;;5;СМР;677;1004;548НН+107 д;;06.03.26;Монтаж покрытия из профилированного листа Н114-750-1.0, в т.ч. метизы;;;5;;146 д;-150 д
0%;304 д;01.11.25;31.08.26;10.03.26;03.08.26;147 д;;;4;СМР;678;1005;;;НД;Ограждающие конструкции;8.7;;4;;129 д;-28 д
0%;304 д;01.11.25;31.08.26;10.03.26;10.05.26;62 д;;;5;СМР;679;1006;667НН+15 д;"702НН+12 д;703НН+12 д;704НН+12 д;705НН+12 д;708НН+12 д;709НН+12 д;711НН+12 д;717НН+54 д;744НН+110 д;745НН+110 д;746НН+110 д;747НН+110 д;749НН+84 д;750НН+84 д;751НН+84 д;752НН+84 д;753НН+84 д;754НН+84 д;755НН+84 д;756НН+84 д";НД;Монтаж сэндвич-панелей толщиной 120мм;;;5;;129 д;-113 д
0%;304 д;01.11.25;31.08.26;10.03.26;10.05.26;62 д;;;5;СМР;680;1007;667НН+15 д;;НД;Монтаж сэндвич-панелей толщиной 120мм (UNIQUE);;;5;;129 д;-113 д
0%;304 д;01.11.25;31.08.26;26.03.26;03.08.26;131 д;;;5;СМР;681;1008;665НН+85 д;;НД;Монтаж сэндвич-панелей толщиной 100мм;;;5;;145 д;-28 д
0%;304 д;01.11.25;31.08.26;26.03.26;03.08.26;131 д;;;5;СМР;682;1009;665НН+85 д;;НД;Монтаж сэндвич-панелей кровельных толщиной 120мм;;;5;;145 д;-28 д
0%;304 д;01.11.25;31.08.26;26.03.26;03.08.26;131 д;;;5;СМР;683;1010;665НН+85 д;;НД;Монтаж профилированного листа Н114-750-0.7, в т.ч. метизы (волна МП18);;;5;;145 д;-28 д
0%;304 д;01.11.25;31.08.26;26.03.26;03.08.26;131 д;;;5;СМР;684;1011;665НН+85 д;;НД;Монтаж перфорированных стальных панелей;;;5;;145 д;-28 д
0%;304 д;01.11.25;31.08.26;26.03.26;03.08.26;131 д;;;5;СМР;685;1012;665НН+85 д;;НД;Вентилируемый фасад;;;5;;145 д;-28 д
0%;304 д;01.11.25;31.08.26;19.02.26;15.04.26;56 д;;;4;СМР;686;1013;;;НД;Кровля;8.8;;4;;110 д;-138 д
0%;304 д;01.11.25;31.08.26;19.02.26;15.04.26;56 д;;;5;СМР;687;1014;676НН+14 д;;НД;Устройство пароизоляции;;;5;;110 д;-138 д
0%;304 д;01.11.25;31.08.26;19.02.26;15.04.26;56 д;;;5;СМР;688;1015;676НН+14 д;;НД;Утепление покрытий PIR 60 мм;;;5;;110 д;-138 д
0%;304 д;01.11.25;31.08.26;19.02.26;15.04.26;56 д;;;5;СМР;689;1016;676НН+14 д;;НД;Утепление покрытий плитами из минеральной ваты 50 мм;;;5;;110 д;-138 д
0%;304 д;01.11.25;31.08.26;19.02.26;15.04.26;56 д;;;5;СМР;690;1017;676НН+14 д;;НД;Устройство плоских однослойных кровель из пвх мембран ecoplast v-rp (1,2 мм) (со сваркой полотен) с укладкой разделительного слоя по утеплителю, с устройством примыканий;;;5;;110 д;-138 д
0%;304 д;01.11.25;31.08.26;19.02.26;15.04.26;56 д;;;5;СМР;691;1018;676НН+14 д;;НД;Система дождевой канализации (сифонно-вакуумная система внутреннего водостока) с врезкой в колодец;;;5;;110 д;-138 д
0%;304 д;01.11.25;31.08.26;01.10.24;31.07.25;304 д;;;4;СМР;692;1019;;;НД;Внутренние лестницы;ЛОТ №9;;4;;-396 д;-396 д
0%;304 д;01.11.25;31.08.26;01.10.24;31.07.25;304 д;;;4;СМР;693;1020;;;НД;Внутренний пандус;ЛОТ №10;;4;;-396 д;-396 д
0%;184 д;01.03.26;31.08.26;29.07.25;08.09.25;42 д;;;3;СМР;694;1021;;;НД;ПОДЪЕМНО-СЕКЦИОННЫЕ ВОРОТА, ДОКИ;ЛОТ №11;;4;;-215 д;-357 д
0%;122 д;01.03.26;30.06.26;29.07.25;08.09.25;42 д;;;4;СМР;695;1022;659НН-116 д;;НД;Устройство подъемных наружных секционных ворот (шхв) 2875х3000 мм ALUTECH (ProPlus);;;5;;-215 д;-295 д
0%;122 д;01.03.26;30.06.26;29.07.25;08.09.25;42 д;;;4;СМР;696;1023;659НН-116 д;;НД;Устройство подъемных наружных секционных ворот (шхв) 3560х4530 мм ALUTECH (ProPlus);;;5;;-215 д;-295 д
0%;184 д;01.03.26;31.08.26;29.07.25;08.09.25;42 д;;;4;СМР;697;1024;659НН-116 д;;НД;Уравнивающая перегрузочная платформа , докшелтер ALUTECH;;;5;;-215 д;-357 д
0%;184 д;01.03.26;31.08.26;29.07.25;08.09.25;42 д;;;4;СМР;698;1025;659НН-116 д;;НД;Герметизатор проема ALUTECH;;;5;;-215 д;-357 д
0%;184 д;01.03.26;31.08.26;29.07.25;08.09.25;42 д;;;4;СМР;699;1026;659НН-116 д;;НД;Направляющие для колес (колесоотбойники наружные) ALUTECH;;;5;;-215 д;-357 д
0%;153 д;01.05.26;30.09.26;22.03.26;01.09.26;164 д;;;3;СМР;700;1032;;;НД;ВИТРАЖИ;ЛОТ №13;;4;;-40 д;-29 д
0%;153 д;01.05.26;30.09.26;01.04.26;01.09.26;154 д;;;4;СМР;701;1033;;;НД;Наружные;13.1;;4;;-30 д;-29 д
0%;153 д;01.05.26;30.09.26;01.04.26;01.09.26;154 д;;;5;СМР;702;1034;679НН+12 д;;НД;Наружные витражи;;;5;;-30 д;-29 д
0%;153 д;01.05.26;30.09.26;01.04.26;01.09.26;154 д;;;5;СМР;703;1035;679НН+12 д;;НД;Наружные двери алюминевые 1200*2100мм;;;5;;-30 д;-29 д
0%;153 д;01.05.26;30.09.26;01.04.26;01.09.26;154 д;;;5;СМР;704;1036;679НН+12 д;;НД;Наружный витраж с дверью на АБК 2100*2500мм (входные двери на Base);;;5;;-30 д;-29 д
0%;153 д;01.05.26;30.09.26;22.03.26;22.08.26;154 д;;;4;СМР;705;1037;679НН+12 д;;НД;Внутренние;13.2;;4;;-40 д;-39 д
0%;153 д;01.05.26;30.09.26;22.03.26;21.08.26;153 д;;;3;СМР;706;1038;;;НД;ДВЕРИ, РАСПАШНЫЕ ВОРОТА;ЛОТ №14;;4;;-40 д;-40 д
0%;153 д;01.05.26;30.09.26;22.03.26;21.08.26;153 д;;;4;СМР;707;1039;;;НД;Наружные;14.1;;4;;-40 д;-40 д
0%;153 д;01.05.26;30.09.26;22.03.26;21.08.26;153 д;;;5;СМР;708;1040;679НН+12 д;;НД;Наружные двери металлические утепленные 2080*1670мм;;;5;;-40 д;-40 д
0%;153 д;01.05.26;30.09.26;22.03.26;21.08.26;153 д;;;5;СМР;709;1041;679НН+12 д;;НД;Наружные двери металлические утепленные 2080*1260мм;;;5;;-40 д;-40 д
0%;153 д;01.05.26;30.09.26;22.03.26;21.08.26;153 д;;;4;СМР;710;1042;;;НД;Внутренние;14.2;;4;;-40 д;-40 д
0%;153 д;01.05.26;30.09.26;22.03.26;21.08.26;153 д;;;5;СМР;711;1043;679НН+12 д;;НД;Внутренние противопожарные двери металлические 2080*970мм;;;5;;-40 д;-40 д
0%;153 д;01.05.26;30.09.26;01.10.24;02.03.25;153 д;;;3;СМР;712;1044;;;НД;КОЗЫРЬКИ;ЛОТ №15;;4;;-577 д;-577 д
0%;153 д;01.05.26;30.09.26;01.10.24;02.03.25;153 д;;;4;СМР;713;1045;;;НД;Стеклянный козырек 2х1,2 м (две тяги, тонированное стекло триплекс 8+8);;;5;;-577 д;-577 д
0%;153 д;01.05.26;30.09.26;18.03.26;17.08.26;153 д;;;3;СМР;714;1046;665НН+77 д;;НД;ОГНЕЗАЩИТА;ЛОТ №16;;4;;-44 д;-44 д
0%;122 д;01.05.26;30.08.26;01.10.24;30.06.26;638 д;;;3;СМР;715;1047;;;НД;ПРОМЫШЛЕННЫЕ ПОЛЫ, ПОЛЫ АБК, ПЕРЕКРЫТИЯ, ПОКРЫТИЯ;ЛОТ №17;;4;;-577 д;-61 д
0%;122 д;01.05.26;30.08.26;03.05.26;23.05.26;21 д;;;4;СМР;716;1048;;;НД;ОСНОВАНИЕ ПОД ПОЛЫ;17.1;;4;;2 д;-99 д
0%;122 д;01.05.26;30.08.26;03.05.26;23.05.26;21 д;;;5;СМР;717;1049;679НН+54 д;;НД;Основание под полы (стабилизация грунта + щебень 80 мм/песок 100 мм + геотекстиль);;;5;;2 д;-99 д
0%;122 д;01.05.26;30.08.26;27.05.26;30.06.26;35 д;;;4;СМР;718;1050;;;НД;ПРОМЫШЛЕННЫЕ ПОЛЫ;17.2;;4;;26 д;-61 д
0%;122 д;01.05.26;30.08.26;27.05.26;30.06.26;35 д;;;5;СМР;719;1051;659НН+186 д;;НД;Работы по устройству монолитной железобетонной плиты пола проектной толщиной 200мм, с армированием (нижний пояс) стержневой арматурой класса А500 O10 с ячейкой 200х200мм, из бетона класса В25, с нанесением упрочняющего покрытия, с устройством температурно;;;5;;26 д;-61 д
0%;122 д;01.05.26;30.08.26;01.10.24;30.01.25;122 д;;;4;СМР;720;1052;;;НД;Полы АБК/перекрытия/покрытие;17.3;;4;;-577 д;-577 д
0%;122 д;01.05.26;30.08.26;01.10.24;30.01.25;122 д;;;5;СМР;721;1053;;;НД;Основание под плиту пола в АБК: песок 200, щебень фр.20-40 - 200, пленка (геотекстиль);;;5;;-577 д;-577 д
0%;122 д;01.05.26;30.08.26;01.10.24;30.01.25;122 д;;;5;СМР;722;1054;;;НД;Устройство монолитной ж/б плиты пола в АБК толщ. 140мм с утеплением;;;5;;-577 д;-577 д
0%;122 д;01.05.26;30.08.26;01.10.24;30.01.25;122 д;;;5;СМР;723;1055;;;НД;Устройство монолитной плиты перекрытия 170мм по смонтированному профлисту бетоном В25 (вкл. температурно-усадочный и деформационные швы, монолитный армированный пояс);;;5;;-577 д;-577 д
